左上角有歌名,296.79100,2019-03-06 23:56:01,40b09151
嘿嘿。先来后面把歌承包了。其他的都是后来的23333。,7899.32800,2019-03-07 00:12:03,65afcc6e
承包这个镜头！！！爱死媚拉的盛世美颜了,5011.34900,2019-03-07 00:20:56,30ffe230
影院都是听歌的，看到彩蛋还惊讶了下,8023.20300,2019-03-07 01:00:39,7f6a9488
歌名在歌曲开始时屏幕左上角,4509.08700,2019-03-07 01:23:45,40b09151
所有的歌名都在左上角有写,292.36200,2019-03-07 01:44:07,40b09151
亚特兰蒂斯第一歌姬: 奥姆,3587.43400,2019-03-07 01:50:37,647a2ca7
是左上角有歌名,286.13000,2019-03-07 01:58:41,e1780bcf
奥姆的衣柜肯定很多衣服,5973.16900,2019-03-07 02:27:27,124e3fe7
奥姆：纳尼，我怎么打着打着就不是你们的王了,7408.10000,2019-03-07 04:56:08,994efd96
是《黄貂鱼号》，左上角有写，之前别人和温导打赌绝对不可能放这部，结果233,143.75100,2019-03-07 06:35:27,79382f26
这就是他最大的优势了，可以和鱼说话,4120.41100,2019-03-07 06:37:23,14b38fc2
漫画里奥姆可是用魔法击败了大超的,3605.19600,2019-03-07 08:03:23,56039e26
patrick wilson是歌剧演员，唱歌很好听,3591.63500,2019-03-07 08:19:35,8497f061
帅气的慢镜头和特写，不用吹，是真的棒,7413.68400,2019-03-07 09:40:57,ab48a30d
帕翠这中气十足的嗓子真不愧是百老汇唱歌的,6923.18500,2019-03-07 10:41:49,d449df7f
最近湄拉做王了，加入了正义联盟，阿瑟失踪兼失忆,4611.29900,2019-03-07 10:50:21,e6c1c256
神仙字幕组，全网就B站这里有字幕，有歌曲名字,299.62300,2019-03-07 11:03:27,609b8f3d
这里看出奥姆心机很重，送跟踪器不要紧重点是他说是亚特兰娜的东西让湄拉不敢丢,5689.62300,2019-03-07 11:05:40,e6c1c256
上面有超人的那位，漫画里海陆大战打起来了，奥姆把超人姥爷女侠都电晕了好吗,1671.55200,2019-03-07 11:27:16,cc0b350a
这是海皇利维坦吧23333,7114.10400,2019-03-07 11:40:33,7d4f2fc2
观众都是奥姆王粉丝,3862.31400,2019-03-07 12:00:18,cc0b350a
超人钢铁之躯、神奇女侠、bvs都有抬举的镜头,877.65300,2019-03-07 12:36:28,1a300ee
神奇女侠：我不是我没有别乱说,8140.33100,2019-03-07 13:19:24,8f04e150
最大赢家是湄拉的爹吧 不管谁国王都是老岳父,4231.80800,2019-03-07 13:29:05,c06e4a34
海王精通多国语言啊，还知道很多历史方面的知识,5421.78500,2019-03-07 13:44:23,f49fa596
神奇女侠退出直播间,7867.49100,2019-03-07 13:45:55,bb6b338
NEW52期刊对湄拉等于能力重做，由原来水密度操作改为全液体可控可塑，等于强化了,2137.07000,2019-03-07 14:10:16,32c0991a
下面那个说对了，DC太太团（女侠不算）中最能打的就是湄拉，其次新角色女绿灯侠,2157.21000,2019-03-07 14:12:45,32c0991a
这镜头主角般的待遇，温子仁对奥姆是真爱！！,7412.05500,2019-03-07 14:19:32,c6c538eb
人鱼国如果不跟着奥姆就跟螃蟹一个下场，人鱼公主肯定保人民啊！,7796.76700,2019-03-07 14:32:28,158e2c44
刚拍了几斤海蜇皮的表示，湄拉这领子楞给俺看来食欲了,3442.62300,2019-03-07 14:46:07,bf20afde
前面那个想抽脂的23333脂肪不溶于水……想瘦湄拉得把你抽成干,2180.55800,2019-03-07 14:49:53,26c824e1
优势：主角光环,3636.63600,2019-03-07 14:58:48,d061bc64
妮可是真美啊，这么多年了风华依旧,94.80500,2019-03-07 16:13:25,7669cdca
卡拉森原型是北海巨妖，克苏鲁的是在搞笑?,3494.28600,2019-03-07 16:16:24,fdd4ff46
快去找奥姆的驱魔老婆来治他呀！！！,3116.33000,2019-03-07 16:52:25,e0161bdc
青梅竹马比不过天降是日常啊,3450.51300,2019-03-08 12:30:50,63e65329
动一下脑子好不好，海王晕倒了游个屁，你让女主拖着他游,5763.29200,2019-03-10 12:46:50,8940f55c
看到皇冠才觉得女主角这个配色像小美人鱼,7266.22000,2019-03-10 15:42:32,eff96df7
DC反派有魅力不是特色吗，比如小丑,4515.95700,2019-03-10 17:01:15,c1cab9f7
没去电影院亏了 DC加油,7947.42900,2019-03-10 17:10:35,ca1025d2
灭霸的你是不是跑错片场了，DC里面是达克赛德。,3267.86200,2019-03-11 01:53:22,efceebce
喵,6901.76000,2019-03-26 00:37:22,9a63ade5
温导开始了,6015.26200,2019-03-26 00:37:37,d49cec24
未来的天朝,3636.37300,2019-03-26 00:37:42,64cd79c7
未来的我们,3638.67700,2019-03-26 00:37:50,64cd79c7
