这一段被字幕组升华了,7045.65300,2019-02-17 14:55:32,f8182056
字幕渐渐变金,直到燃烧.满屏金黄弹幕.什么都值了,7058.93000,2019-02-19 18:16:48,e7a5660e
啊啊啊啊啊我爱b站翻译的这个咒语字幕啊啊啊啊,7047.73200,2019-02-22 23:22:47,492c7667
睿智,20.94100,2019-02-28 11:55:36,51f20eac
果然是格鲁比！伯爵与妖精里也有他！,1471.76500,2019-02-28 12:03:40,65d7db6a
这特么和战斗天使一个尿性，怎么没那么多人喷,7561.50400,2019-02-28 12:13:06,9999126f
金钱的力量,194.92500,2019-02-28 12:15:34,155ecc12
赫敏不是高级魔法师了？,1909.08100,2019-02-28 12:23:38,f310ca61
hhhhhh,453.22000,2019-02-28 12:43:29,664ba8e8
是复联搞奥创身体的那个博士，前面的眼神和我一样好,2072.19200,2019-02-28 12:44:41,dd3da1b5
英伦风中跟短靴,875.25900,2019-02-28 12:56:55,f03ca2d0
恰柠檬使我快乐,1591.51100,2019-02-28 13:11:01,892a2936
没死就是哈利波特了,1017.98700,2019-02-28 13:14:24,bdd2d48d
合影！！！！！！！,2236.21000,2019-02-28 13:22:05,892a2936
是你。。。大葱鸭,1944.14200,2019-02-28 13:27:24,f6a39aad
啊啊啊啊我回来了,3695.17000,2019-02-28 13:29:36,b6c8cc18
中国红,2745.66400,2019-02-28 13:30:43,892a2936
白学现场,5534.11100,2019-02-28 13:44:03,37f4dd4e
合影好可爱,3647.50900,2019-02-28 13:46:30,892a2936
合影留念,463.65600,2019-02-28 13:50:38,b49b23b5
可你爸妈都是黑人 怎么生的,5786.76200,2019-02-28 13:51:36,37f4dd4e
真日行千里啊,2750.76500,2019-02-28 13:55:24,bdd2d48d
前面的 逻辑性强有什么不对吗,6154.87300,2019-02-28 13:59:18,37f4dd4e
伏地魔相比之下真是惨的不行,6324.96400,2019-02-28 14:02:33,37f4dd4e
孤岛惊魂5序章,6600.39900,2019-02-28 14:07:23,37f4dd4e
年费的微笑,83.47000,2019-02-28 14:08:58,ff7467f0
钞能力,181.41300,2019-02-28 14:10:00,695fee5f
2.5合影,451.34100,2019-02-28 14:11:00,900d5c86
在座都是会员，说话嚣张点啊。(ಡωಡ),202.77100,2019-02-28 14:14:04,c191abdc
合影留念,452.17500,2019-02-28 14:14:55,695fee5f
为什么不杀他,481.27000,2019-02-28 14:16:14,be99afe9
is for you ！！！！！！！！！,5395.54100,2019-02-28 14:16:15,892a2936
太苦了，真是太苦了,7557.71700,2019-02-28 14:17:24,ad88107f
！！！！,1009.43900,2019-02-28 14:23:21,31378663
看第一季的时侯真的想从了,6452.56500,2019-02-28 14:34:07,892a2936
你们的弹幕挡住我的富有了,23.14900,2019-02-28 14:38:13,903f7d34
我花了钱的！！,415.50900,2019-02-28 14:38:46,810e2850
话说之前果汁泼在头上不粘吗,2000.29100,2019-02-28 14:44:38,be99afe9
金哥,513.97900,2019-02-28 14:45:20,16c3a3de
好想来份鸭肠,667.29300,2019-02-28 14:45:40,8626f4ff
把我的河北菜花抬上来,503.59500,2019-02-28 14:46:14,903f7d34
年费大会员的哭泣,45.73800,2019-02-28 14:47:14,d38ab14a
她老公是比她小11岁，自称fxx很多的海王！！！,577.60400,2019-02-28 14:48:58,903f7d34
因为她已经50岁了,645.41500,2019-02-28 14:50:07,903f7d34
合影留念,459.44500,2019-02-28 14:53:51,68bfe2da
?!,2065.98400,2019-02-28 14:56:21,31378663
伦敦不够用了串戏了,1147.02200,2019-02-28 14:58:28,903f7d34
神罗天征地爆天星二连,3268.16800,2019-02-28 15:22:12,900d5c86
你们去看哈利波特的书就知道这是多好的片子，看过八部哈利电影的算个屁,7547.34900,2019-02-28 15:22:56,83bcc41d
求你们去看书吧，别黑这部片了。真粉丝一本满足,7547.34900,2019-02-28 15:23:59,83bcc41d
渡鸦12345的，我渡鸦23333表示不服,4085.19500,2019-02-28 15:32:53,2c8b924a
女王陛下,3174.31100,2019-02-28 15:38:18,903f7d34
意思就是麻瓜不是人,6441.26700,2019-02-28 15:54:58,ff7467f0
TINA、,4622.72100,2019-02-28 16:03:21,903f7d34
合影,451.04000,2019-02-28 16:07:51,16ac933f
校长！,1088.42600,2019-02-28 16:12:40,ae722c46
我可是彻头彻尾邓布利多的人,1095.68000,2019-02-28 16:13:09,ae722c46
GGAD相爱，但两人都有自己的信仰和执着，所以最后的决斗无可避免,1300.94900,2019-02-28 16:17:00,ae722c46
不是紫色的问题（捂脸，不是GAY就要穿紫色，这俩的感情线是有罗琳认证的，剧情一部分,1314.85800,2019-02-28 16:18:42,ae722c46
读心是被动技能,1883.81800,2019-02-28 16:23:42,ae722c46
盛世美颜按爪,85.98700,2019-02-28 16:23:51,67067a6b
特效极好，观感极佳,1497.04400,2019-02-28 16:27:54,58f2c642
真怕它的尾巴被咬到,5631.49600,2019-02-28 16:48:19,548a88f
合影！！,451.76900,2019-02-28 16:53:07,895ed3ce
富贵让我们相遇是意外,257.72600,2019-02-28 16:59:23,f8db444e
合影留念,8026.12900,2019-02-28 17:08:10,d293896f
试试颜色,197.65700,2019-02-28 17:11:00,92726299
合流,463.17700,2019-02-28 17:15:25,92726299
永恒炽阳,6513.57700,2019-02-28 17:26:33,2f0e769d
