也就是美国人免签，不然光签证就耽误好长时间,1630.80400,2018-10-06 10:55:02,483ca789
你们胆够肥啊，把元老院的大爷们这么耍。信不信人家分分钟砍你预算砍到死~~,7457.52300,2018-10-06 11:00:23,c1ba104e
会员的微笑,7.50700,2018-10-06 11:05:01,fcd5388b
存活,363.06600,2018-10-06 11:11:27,fcd5388b
我看了6的首映,460.06900,2018-10-06 11:13:21,fcd5388b
23333都在跟着憋气23333,3895.00000,2018-10-06 11:47:03,d309f64
妈呀不敢看了！,3993.70600,2018-10-06 11:48:59,d309f64
孙狗属实无恶不作 又用激光笔了,2280.12500,2018-10-06 12:04:49,af1f995d
摩洛哥、摩纳哥都是我哥,3145.76800,2018-10-06 12:20:33,c604c601
我准备续年费前再开心一下,49.78100,2018-10-06 12:43:01,1107388c
啾,104.56600,2018-10-06 12:43:55,1107388c
多元函数可导不一定连续,4390.40300,2018-10-06 13:00:59,43d2529c
微软产品的细分好多,1604.49400,2018-10-06 13:09:46,d386cdfc
你气不气,7297.60900,2018-10-06 13:16:00,2d8fa26e
你才是带明星，水明星，嗨明星,7455.94900,2018-10-06 13:18:39,2d8fa26e
还以为我电脑响了,1596.72100,2018-10-06 13:46:03,676b8c5
23333,4473.64100,2018-10-06 13:54:14,bea3121c
富有的微笑,22.60700,2018-10-06 14:03:06,534c3a7d
红字是啥啊啊啊,161.48200,2018-10-06 14:06:40,d044b869
承包我家甜汤！,192.60200,2018-10-06 14:07:45,d044b869
无辜的下垂眼,511.78200,2018-10-06 14:14:07,d044b869
阿汤哥:B站是我的天下,36.43600,2018-10-06 14:14:14,c4fc03e3
阿汤这个小猫嘴好可爱啊www,508.20200,2018-10-06 14:13:42,d044b869
富贵险中求,26.63900,2018-10-06 14:16:08,c990334f
前面的胡说，这电影是2015年上映的，不信自己搜,122.02800,2018-10-06 14:15:39,c4fc03e3
这个绿色屏幕上的汤如此多娇,547.58200,2018-10-06 14:15:36,d044b869
又是这个自带BGM的男人！,194.77400,2018-10-06 14:17:04,c4fc03e3
顶嘴参谋23333,624.00200,2018-10-06 14:17:14,d044b869
参谋像只小兔子～,673.32200,2018-10-06 14:18:36,d044b869
如果不是班吉，哪来的碟中谍456的那些笑点,306.09200,2018-10-06 14:19:51,c4fc03e3
你过分！,564.64900,2018-10-06 14:21:56,c4fc03e3
前方小高能,386.75300,2018-10-06 14:21:12,c4fc03e3
又来黑俄罗斯,613.97200,2018-10-06 14:22:54,c4fc03e3
←前面说鹰眼弱鸡的请去看看漫画具体设定吧，电影弱化了鹰眼，而且实际搏斗近战方面鹰眼比寡妇强多了，是满分,708.54200,2018-10-06 14:23:04,d044b869
真香,621.69400,2018-10-06 14:23:05,c4fc03e3
真香,628.30800,2018-10-06 14:23:18,c4fc03e3
又黑俄罗斯,649.08600,2018-10-06 14:24:08,c4fc03e3
真香,629.75800,2018-10-06 14:23:23,c4fc03e3
真香,626.62200,2018-10-06 14:23:14,c4fc03e3
真香,631.33700,2018-10-06 14:23:27,c4fc03e3
←并且在那个充满变异人高科技的世界，鹰眼只是个普通人，但他能当上西区复仇者的领导人，他的实力毋庸置疑,713.92200,2018-10-06 14:25:57,d044b869
前方高能,1443.47600,2018-10-06 14:26:21,c4fc03e3
后面这妹子不是张静初吗,1500.90800,2018-10-06 14:27:50,c4fc03e3
红字辛苦了！这个特写就让我猜到这小哥不是什么好人,1680.66200,2018-10-06 14:32:31,c4fc03e3
记住这个玩意，但是看过的别剧透,1738.56100,2018-10-06 14:33:44,c4fc03e3
帝国冲锋队枪法,1080.19700,2018-10-06 14:34:08,399e7214
这人要干坏事的感觉,1777.04600,2018-10-06 14:34:54,c4fc03e3
奥地利人本来就说德语,1767.78800,2018-10-06 14:34:27,c4fc03e3
一群外国人看【伪】中国戏,1838.29400,2018-10-06 14:36:41,c4fc03e3
机智,2344.40600,2018-10-06 14:39:34,c4fc03e3
都出现枪声了这些唱戏的还在？,2394.73200,2018-10-06 14:40:49,c4fc03e3
我还是喜欢琼克劳馥,2471.91600,2018-10-06 14:42:34,c4fc03e3
你哪里来的车,2547.09400,2018-10-06 14:43:57,c4fc03e3
煤球,1270.11300,2018-10-06 14:47:11,399e7214
收起你那大胆的想法2333,3766.78500,2018-10-06 14:49:00,c4fc03e3
憋笑233333,1338.01000,2018-10-06 14:49:54,d044b869
2333333333这不是我吗,1394.77900,2018-10-06 14:50:25,399e7214
没人了？,4536.55600,2018-10-06 14:49:34,c4fc03e3
不好的预感,4422.16600,2018-10-06 14:52:20,c4fc03e3
赌神的微笑,21.95300,2018-10-06 14:54:06,e67972e0
哈哈哈哈哈,7236.41700,2018-10-06 14:58:56,bea3121c
被安排好了,7236.41700,2018-10-06 14:59:03,bea3121c
真香,7424.89800,2018-10-06 15:02:55,bea3121c
真香,7403.28600,2018-10-06 15:03:25,c4fc03e3
真香,7409.45200,2018-10-06 15:03:34,c4fc03e3
@明斯克卫星发射中心,78.68000,2018-10-06 15:06:42,3e6d72fe
fuze,2343.64100,2018-10-06 15:13:21,f671888
你不是一个人觉得好听(o´艸`),2425.17800,2018-10-06 15:13:23,d044b869
阿汤声音吼吼听！！,2422.43800,2018-10-06 15:12:40,d044b869
安胖笑尿,2715.77800,2018-10-06 15:14:27,399e7214
参谋：弱小 可怜 又无助,2673.31800,2018-10-06 15:18:30,d044b869
睫毛精出现了！,2683.27800,2018-10-06 15:19:14,d044b869
阿汤的声音真的好好听qwq,2776.57900,2018-10-06 15:22:41,d044b869
感觉阿汤的声音有种少年感,2768.60600,2018-10-06 15:23:38,d044b869
怎么突然没弹幕了,2784.25800,2018-10-06 15:24:43,d044b869
恩，一个阿汤哥比整个CIA强,1353.90400,2018-10-06 15:29:14,3e6d72fe
汤喵委屈2333,2964.15800,2018-10-06 15:30:56,d044b869
冒个泡,1859.92100,2018-10-06 15:36:38,fcd5388b
女主的腿是我喜欢的类型,4271.33700,2018-10-06 15:42:36,399e7214
周卡留念,345.04100,2018-10-06 15:44:03,dab7a6cc
排水渠过弯,4772.53900,2018-10-06 15:52:59,399e7214
。。。。,773.76300,2018-10-06 15:54:55,c0a0caf0
蚁人2也有吐真剂,787.34600,2018-10-06 15:56:31,7b32a3c3
再见了,360.10900,2018-10-06 16:01:59,443a433a
地下档名单（滑稽）,3364.93000,2018-10-06 16:10:19,3e6d72fe
66666666,6766.38000,2018-10-06 16:24:02,7ee143b1
少女分表白王泽炫,458.02700,2018-10-06 16:27:52,dab7a6cc
你可以骑。,5434.25900,2018-10-06 16:35:17,9a407d1e
真香,7453.02200,2018-10-06 16:35:41,7ee143b1
一个会员而已..,385.38200,2018-10-06 17:04:35,9b8b06db
这里好像说的是法语“Et voilà”,3735.12500,2018-10-06 17:04:02,4998ca29
真-手工手办,7253.64900,2018-10-06 17:12:29,e67972e0
祖传bgm,335.97200,2018-10-06 17:17:57,1107388c
勒夫？,796.48200,2018-10-06 17:18:24,5fa53d89
我觉得我第一次听这个bgm猫和老鼠or糗事一箩筐,338.05200,2018-10-06 17:18:43,1107388c
金钱 让我们相遇,368.25200,2018-10-06 17:19:43,1107388c
总觉得这bgm已经过了一个世纪了,352.13200,2018-10-06 17:19:17,1107388c
那可是只白竹鼠啊不~~~~~~~~！,771.16400,2018-10-06 17:27:44,1107388c
居然只脱上衣 打屁股不好吗,749.52400,2018-10-06 17:26:52,1107388c
富裕的微笑,24.73500,2018-10-06 17:27:52,aa29ff01
不过“平平无奇”嘛,840.72400,2018-10-06 17:29:53,1107388c
导演bgm放错了 应该放crazy in love啊,803.96400,2018-10-06 17:28:54,1107388c
为什么拖鞋呀,857.36400,2018-10-06 17:30:35,1107388c
我刚刚怀疑阿汤站在了坑里,847.72400,2018-10-06 17:30:17,1107388c
无时无刻不撩妹技能,889.33100,2018-10-06 17:32:05,1107388c
请让我来 我一定好好调教他 让他说不出话！,876.12400,2018-10-06 17:31:13,1107388c
打脸？？？赤裸裸的嫉妒,912.05100,2018-10-06 17:32:49,1107388c
我的天这没特效没替身诶,989.73000,2018-10-06 17:34:28,1107388c
你为什么不补刀,1085.05400,2018-10-06 17:35:58,1107388c
